@relation opinion
@attribute sentence string
@attribute category {positive,negative,neutral,objective}
@data
' Jul 82 UK heavy metal band Judas Priest release their 8th album Screaming For Vengeance, with the single "You ve Got Another Thing Comin". ',objective
' this article about Senate president Enrile is very interesting :) http://www.baguiomidlandcourier.com.ph/factual.asp?mode=archives/2012/september/9-30-2012/factual.txt … ',positive
' @HartHanson Any rumors or glimmers of hope for us Finder fans? ',negative
' my sister just sat up and asked where katie was going to sleep. she is a little too old for an imaginary friend, don t ya think? ',negative
' Perth listeners: Nick is giving the talk  Food & Social Justice  @Ecoxpo @ 3.30 tomorrow (Friday) #green #animalrights http://ht.ly/etqDf  ',objective
' These lil girls singing "Birthday Cake" .....girl it was yo 10th birthday the other day smh lol ',positive
' What do you say when tears are streaming down your face in front of everyone you know? ',neutral
' Guess who I am for Halloween, lls 😁😜👻🎃 http://instagr.am/p/RdpX9mga-x/  ',positive
' Centre suffering from  policy paralysis , alleges Jayalalithaa: Jayalalithaa on Tuesday charged the UPA governme... http://bit.ly/P823fQ  ',negative
' Ahh drivers ed was good today but 7 on 7 tonite at Elon University ! > .. Tomorrow Wet n Wild with the baby after class <3 ',positive
' Heat vs Knicks is gonna be the most exciting 1st round series ',positive
' a place in the sun. Presenter: orange and lemon trees too Person:that s our breakfast! What the?Who has oranges and lemons for breakfast? ',objective
' @LaurenDrain I admire you with all my heart, Lauren. May the God, that watches over the rest of the world, bless you and keep you x ',positive
' @KatieJohnston89 when are you home? How s the holiday? X ',negative
' I m doing my bit to participate in movember. ',neutral
' I would much prefer it if Vermaelen plays at CB and is the player marking van Persie, he knows his movement more than anyone else. ',negative
' After week 1 of Olympics, I just slept for 17 hours. Not quite a record, but a fine effort... ',positive
' I m supposed to sleep now because of work tomorrow but Sen. #Johnny Enrile s life is interesting it s keeping me awake ',positive
' Filming all day tomorrow, I need rest... But I need to finish Act of Valor ',neutral
' Excited about @UseClear for Mac...November 8 can t come soon enough! Clear for iOS + Mac = minimalistic todo list nirvana. ',positive
' August 11th 2010 Was the day I met Mitch... I regret not taking a picture with him. Fuck. I ll miss going to SS shows.... </3 ',negative
' Another 4 hours of Science tomorrow before I m at my grandma s for three days and KWVR for the HST and Standard 4 on Saturday! #WeekendPlans ',objective
' I watched paranormal activity last night and tonight I have to stay in the house by myself, fucking brilliant ',negative
' @DutchJools I have a date with Christian Kane and the Leverage team that I recorded tues, then The Finder, sexy!, have fun, night night xx ',positive
' Anyone else find it entertaining that Ash Wednesday and National Margarita Day fall on the same day? ',positive
' You know why you see Obama 2012 bumper stickers that don t have Biden s name on them?... http://www.dennismillerradio.com/b/Featured-Caller-9/13/2012/179069585961442681.html … ',positive
' Rob on the  Kyle and Jackie O  show on Oct 23rd: http://bit.ly/R542DE  ',objective
' Excited for the Nuggets game tomorrow! ',positive
' For me, Big L is the 3rd best story teller in rap. ',positive
' En plein visionnage de "Shut up and play the hits!" James Murphy est mon dieu... ',neutral
' Looks like the iPad Mini will be released 11/2. And Apple ordered 10 million for Q4 alone. Holy cow. http://appleinsider.com/articles/12/10/19/ipad-mini-expected-to-be-released-on-nov-2 … ',neutral
' Just filled out my Home Depot Application....Matteson, Alsip, Orland Park, Homewood, & Cal City now I need to make moves that way tomorrow. ',neutral
' Can t wait to blow my next paycheck on more Odd Future merch -_- #addicted #shopaholic ',positive
' Yeay..hopefully RunMan ep 91 with Eng Sub will be out by Tuesday...Can t wait to watch it!!!Go Go Go Yooruce Willis...Yoo Jae Suk jjang!! ',positive
' Burger & Blonde Friday today @moogb Crows Nest $2.00 Pure Blonde with any burger purchase! ',objective
' I can t forgive Farrackhan for the Malcolm X thing. And ninjas ain t done sht since the million ninjas march...name one thing.where the$ ',negative
' Iqaluit just wouldn t be Iqaluit without the drunks screaming at each other on a Saturday morning ... depressing buggers. ',negative
' Zaheer Khan was injured on the 1st test, day 1 of Eng s tour. Steve Finn is now injured(thigh injury) on the day 1 of 1st tour game. Hmmm. ',negative
' What teams do you think may get transferred/moved in the future? I can only see the Sacramento Kings, Phoenix... http://fb.me/26EQOjW31  ',neutral
' "@_TheLondonLook: I never doubt not going to hell , but I pray I make it to heaven ."lol what type of shit is that to say ?? ',neutral
' I may do a 30-mile bike ride for the Giants on weds cause you know Caltrain is going to suck more than the Cardinals. ',negative
' Bel Ami you are one strange movie, but I like you and I must keep watching....I may have to read the book. ',positive
' NBA NEWS: The New York Knicks will take on the Miami Heat at MSG on Saturday (Australian Time) in their season... http://fb.me/1mrs12uo1  ',neutral
' I think every Friday im going to tweet: yay degrassi tonight. #getusedtoit ',neutral
' May Infinite Ranking King final episode with Eng Sub na. Waaa :( ',negative
' Gumby may be the answer to our forward woes. The Bomb Squad never stop believing, and we never stop believing in Gumby. #releasethegumby ',positive
' @Miss_Lydiard i can meet you at sylvia park tomorrow at lunch if you wanna stay over this weekend?! but i know you have vou course so lmk :) ',positive
' @Ivan_DotCom pokito but I missed you lol you better tell me tomorrow what went on in Mr.Mickels class(: ',positive
' Listen in Hour 2 for an expansive interview with poet Frank X. Walker who present his works at Murray State on November 1. #soundsgood ',positive
' @IgobyJas Oii Oii ! ',positive
' Careless World tour hit up 8 places in Cali. Haha the fuck, yoo. ',negative
' @DJDannyAvila Just heard you re coming to Calgary on the 23rd!! BEST news ever!! You re going to kill it man!! :) ',positive
' When I heard Lauryn Hill & Nas were doing a concert I almost cried . I AM GOING . ',neutral
' @addismom22 Feb 22 at KFC YUM center, you down?! ',positive
' The Winans singing Tomorrow. They still got it. ',positive
' No Knicks tonight, This makes me upset enough that I haven t tweeted about it, you know shits gotta be real smh Tomorrow night, Knicks/Heat ',negative
' Holger may have another selection headache with Carl Valeri coming off with a possible injury after 30 mins in tonight s game v Cesena ',negative
' If anyone at RCHS wants their picture in the Yearbook of them "Just Hanging Out" with friends message me before Friday!!! #InDesperateNeed ',neutral
' @AndrewWK I m going to be at your Santos Party House this Saturday for the "Weird by Weird Standards" party. Stop by and we ll rage!! ',positive
' catch NCAA Men s Basketball Finals Game 3 today, 12:45pm live on TV5 and replay on AKTV right after the PBA 2nd Game. #SanBedaRedLions ',neutral
' Watching Puss in Boots & Ghost Rider: Spirit of Vengeance with the family! D&D character roll up and bio tomorrow! ',neutral
' Clue to what song we ll be performing on The Morning Show next week: "New Zealand" x ',neutral
' Truck will be doing a private event and the cart will be at the lent space on 6th Ave and Canal St. ',objective
' Taking some time out to be a pilluck! Recording the drums for fury s up coming vinyl @furyofficial http://instagr.am/p/RSptt4FNwR/  ',objective
' P&G shifts top executives to Singapore: SINGAPORE: US consumer giant Procter and Gamble (P&G) said Friday it wil... http://bit.ly/JkLTwl  ',neutral
' Knicks Vs. Hawks: Atlanta, New York Battle For Playoff Positioning ...: The Knicks and the Hawks battle Sunday a... http://sbn.to/JE4lxQ  ',objective
' #TragicKingdom is the best album of all and my favorite song off this album is #ExcuseMeMr. Sunday Morning and Sixteen are close seconds... ',positive
' Love this vid!! 1st time I ve seen it!--- jules explains it all - David Archuleta sings "Nandito Ako." http://www.youtube.com/watch?v=eiaTafsfJpk&sns=tw … via @youtube ',positive
' Big day tomorrow! All sandy is gonna do is give us a half as BJ! EASTBOUND on stage at BIG FISH SHTICK 2:30pm. Then ZOMBIE BAR CRAWL! ',positive
' Anybody want Carrie underwood tickets for Saturday night in Charlotte?? ',neutral
' Yearbook pictures for Jr.Larc s will be next Tuesday, the 6th at lunch at the library parking lot side ',objective
' #MEDIA #US #ru Klitschko is big hit with Ukrainian voters: KIEV (AFP) - Ukraine prepared Saturday... http://yhoo.it/RatNiw  #EU #UK #Obama ',objective
' I m going to Geoff Tate at Backstage Live in San Antonio, TX - Nov 21 http://bnds.in/QjChU1  ',objective
' Not going to school because YOLO... & because my essay is so not gonna be ready by tomorrow. ',negative
' Seriously, White Lies. I love this band. "Let s grow old together and die at the same time." #romanceisntdead ',objective
' Photos I took Tuesday morning of the aftermath from Hurricane #Sandy in a 2 block span of Long Beach, NY http://www.facebook.com/media/set/?set=a.563122571586.2021730.89500261&type=1&l=fcd6f0e5c6 … ',objective
' Born in July with the same life path as Mick Jagger. ',neutral
' Surprisingly, i will still bob my head to anything from Mick Jagger to Son of sardar. Yes, you may judge me now. ',positive
' Friday night Knicks vs Heat if you not watching the game wit me dont fuck with me lbs I be engaged like a mf #KnicksNation #TeamMelo ',negative
' I wish it was Sarah G. Day  Cause that s my funday My I don t have to runday It s just another manic Monday ',positive
' where to go from here? dude the party is that way ;lol ..>.< ',positive
' Photos: The 10th Hour & Fear of None played the basement at Santos Party House http://bit.ly/VQuLHf  ',objective
' Bust it Baby by Plies feat Ne-Yo was my ishhh all 8th grade year! Reminds me of my ex.... In a good way. One of the best years ',positive
' the best mom award goes to my mom for getting me tickets to go see Carrie Underwood and Hunter Hayes in concert this Sunday! #ahhhhhh <3 ',positive
' @taecyeonbiased guys he s the 1st among 2PM members : ) "ENG SUB 2PM OK TAECYEON #23 TOP 100 IDOL COUNTDOWN" on YouTube http://bit.ly/QZL2pv  ',objective
' Hearing we will no longer be seeing lies from Maya Nasser on twitter again. #Syria ',neutral
' New York Knicks vs. Brooklyn Nets Season Opener Rescheduled for November 26: The game between the New York Knick... http://bit.ly/StdPlr  ',objective
' "men tomorrow you will have one of your hardest patrols...CIF turn in" lets hope i have everything ',negative
' HISD students perform Gangnam-style dance to get voters to polls: HISD is working to "get out the vote" in November,... http://dlvr.it/2DlCtw  ',objective
' "@phillehh: Playing Todd Bertuzzi in a golf match on Sunday #RidgemountCup" get in his head, "uh what do you do for a living?" ',neutral
' "Music of the Sun", "A Girl Like Me", "Good Girl Gone Bad", "Rated R", "Loud", "Talk That Talk". > > > > > > > > ',objective
' Watching Act of Valor. Looking forward to #ultimatfighterfridays next friday (: really think @ColtonSmithMMA has the contract in the bag ',positive
' App status changed to "In Review" on a Sunday? Do they always work 7 days or is it pre-holiday crunch time in Cupertino? ',objective
' Giving my first speech tomorrow.....I m nervous as faaaaaaccck. ',positive
' This week is Social Media Week and tomorrow the LGA are hosting a Tweeterthon which I will be taking part in. Follow me at work #ourday ',objective
' Rella wake up to shank one day thn pczeey the nxt day so who dat 3rd baby pappy lol #SheDontKnow ',positive
' Siapin nih..Like A G6,That What Makes You Beautiful,Just Dance,Boom Boom Pow! Ready for the day after tomorrow ',positive
' SPB is bringing @joshwolfcomedy one week from today! See you next Tuesday at 7 in Constitution Hall! ',objective
' Right then..diet starts Monday, probably not the wisest choice with christmas coming up..but im gonna smash it!! ',positive
' "Like" if Malcolm X somehow changed your life... jump head 1st into the deep end of a pool with no water if you... http://fb.me/2eu4HO8Ze  ',objective
