@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute neg_score real
@attribute neu_score real
@attribute pos_score real
@attribute compund_score real
@data
negative,0.187,0.714,0.099,-0.4939
positive,0.0,0.574,0.426,0.636
objective,0.0,1.0,0.0,0.0
objective,0.14,0.86,0.0,-0.4767
neutral,0.0,0.833,0.167,0.5267
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.831,0.169,0.5951
positive,0.0,0.601,0.399,0.8069
positive,0.0,0.625,0.375,0.863
negative,0.146,0.854,0.0,-0.5574
neutral,0.0,1.0,0.0,0.0
positive,0.165,0.505,0.33,0.5574
positive,0.0,0.717,0.283,0.7717
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.0,0.811,0.189,0.6369
neutral,0.0,0.804,0.196,0.5994
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.722,0.278,0.6597
negative,0.461,0.539,0.0,-0.8271
positive,0.0,0.795,0.205,0.6597
neutral,0.295,0.524,0.181,-0.34
positive,0.0,0.818,0.182,0.5826
positive,0.067,0.709,0.223,0.659
neutral,0.0,1.0,0.0,0.0
negative,0.118,0.882,0.0,-0.1531
positive,0.0,0.764,0.236,0.6705
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.0,0.87,0.13,0.4019
positive,0.0,0.545,0.455,0.9348
objective,0.0,0.901,0.099,0.3182
neutral,0.0,1.0,0.0,0.0
positive,0.227,0.773,0.0,-0.6908
negative,0.251,0.749,0.0,-0.6549
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.761,0.239,0.8185
positive,0.0,1.0,0.0,0.0
positive,0.105,0.719,0.176,0.2732
neutral,0.077,0.836,0.087,0.0772
positive,0.0,0.831,0.169,0.5374
negative,0.278,0.722,0.0,-0.6739
positive,0.0,0.667,0.333,0.7906
positive,0.0,0.682,0.318,0.8126
positive,0.199,0.607,0.194,-0.0516
neutral,0.0,0.756,0.244,0.7003
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.659,0.341,0.8062
negative,0.335,0.479,0.186,-0.4215
objective,0.0,0.919,0.081,0.296
neutral,0.0,1.0,0.0,0.0
negative,0.163,0.837,0.0,-0.6188
positive,0.0,0.761,0.239,0.7405
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.665,0.335,0.8439
neutral,0.0,0.804,0.196,0.5574
neutral,0.0,0.783,0.217,0.3612
positive,0.0,0.676,0.324,0.8016
objective,0.135,0.704,0.161,-0.0258
positive,0.0,0.782,0.218,0.5994
negative,0.0,1.0,0.0,0.0
positive,0.0,0.628,0.372,0.7717
negative,0.0,1.0,0.0,0.0
positive,0.0,0.876,0.124,0.4003
objective,0.0,1.0,0.0,0.0
objective,0.0,0.856,0.144,0.4019
positive,0.0,0.732,0.268,0.765
neutral,0.0,0.782,0.218,0.4199
objective,0.0,1.0,0.0,0.0
positive,0.0,0.749,0.251,0.6892
positive,0.0,0.608,0.392,0.9217
objective,0.0,1.0,0.0,0.0
positive,0.24,0.693,0.067,-0.6948
positive,0.0,0.849,0.151,0.6249
neutral,0.0,0.87,0.13,0.4019
positive,0.0,0.866,0.134,0.5267
positive,0.0,0.724,0.276,0.6785
neutral,0.0,0.885,0.115,0.0772
positive,0.0,1.0,0.0,0.0
positive,0.0,0.743,0.257,0.7081
objective,0.0,0.875,0.125,0.25
positive,0.079,0.686,0.235,0.5106
positive,0.072,0.762,0.166,0.4767
positive,0.04,0.718,0.241,0.7906
objective,0.0,0.747,0.253,0.7269
positive,0.0,0.758,0.242,0.6988
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.792,0.208,0.6124
objective,0.125,0.875,0.0,-0.2481
negative,0.182,0.818,0.0,-0.4184
neutral,0.0,1.0,0.0,0.0
negative,0.0,0.636,0.364,0.7825
negative,0.374,0.626,0.0,-0.8302
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.795,0.205,0.5574
neutral,0.0,0.834,0.166,0.5562
objective,0.0,1.0,0.0,0.0
positive,0.0,0.619,0.381,0.9015
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,0.625,0.375,0.8126
objective,0.0,0.856,0.144,0.4939
positive,0.0,1.0,0.0,0.0
positive,0.0,0.785,0.215,0.508
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.529,0.471,0.9432
negative,0.2,0.8,0.0,-0.5423
positive,0.0,0.837,0.163,0.7245
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.769,0.231,0.6597
positive,0.0,0.742,0.258,0.8271
positive,0.141,0.657,0.202,-0.1007
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.921,0.079,0.2023
objective,0.126,0.549,0.324,0.5574
negative,0.185,0.615,0.2,0.0772
negative,0.355,0.645,0.0,-0.6597
negative,0.188,0.812,0.0,-0.6834
positive,0.0,0.667,0.333,0.8588
neutral,0.0,0.818,0.182,0.25
positive,0.098,0.615,0.287,0.6808
positive,0.0,0.75,0.25,0.7184
negative,0.299,0.701,0.0,-0.4572
objective,0.086,0.828,0.086,0.0
positive,0.0,0.877,0.123,0.3382
negative,0.064,0.783,0.153,0.5411
neutral,0.0,0.841,0.159,0.555
objective,0.197,0.803,0.0,-0.4497
negative,0.117,0.677,0.207,0.3382
positive,0.0,0.444,0.556,0.93
negative,0.282,0.46,0.259,-0.1027
negative,0.083,0.741,0.176,0.3919
negative,0.0,1.0,0.0,0.0
neutral,0.205,0.795,0.0,-0.6571
neutral,0.123,0.691,0.186,0.2135
positive,0.0,0.812,0.188,0.7184
objective,0.149,0.851,0.0,-0.2732
neutral,0.0,0.833,0.167,0.6369
objective,0.0,1.0,0.0,0.0
negative,0.085,0.695,0.22,0.5423
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.886,0.114,0.4738
positive,0.0,0.906,0.094,0.4215
negative,0.0,0.688,0.312,0.7783
neutral,0.145,0.855,0.0,-0.296
negative,0.217,0.735,0.048,-0.6808
positive,0.0,0.82,0.18,0.6351
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.816,0.184,0.5423
positive,0.0,1.0,0.0,0.0
objective,0.0,0.785,0.215,0.7128
positive,0.0,0.565,0.435,0.8268
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.084,0.774,0.141,0.4019
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.625,0.375,0.7644
positive,0.0,0.868,0.132,0.5399
positive,0.0,0.749,0.251,0.6908
positive,0.056,0.679,0.265,0.8152
objective,0.0,1.0,0.0,0.0
neutral,0.086,0.811,0.104,0.1027
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.783,0.217,0.6633
negative,0.251,0.749,0.0,-0.6908
negative,0.118,0.882,0.0,-0.4215
negative,0.156,0.844,0.0,-0.3412
positive,0.0,0.741,0.259,0.68
positive,0.0,1.0,0.0,0.0
negative,0.135,0.727,0.138,0.0258
positive,0.0,0.475,0.525,0.7592
positive,0.0,0.615,0.385,0.93
positive,0.078,0.816,0.106,0.2023
positive,0.0,0.701,0.299,0.7506
objective,0.0,0.706,0.294,0.3612
positive,0.0,1.0,0.0,0.0
positive,0.0,0.644,0.356,0.7263
objective,0.0,0.808,0.192,0.516
objective,0.0,0.865,0.135,0.4215
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.103,0.762,0.135,0.1779
positive,0.0,0.75,0.25,0.6114
positive,0.0,0.648,0.352,0.8974
positive,0.0,0.336,0.664,0.872
positive,0.094,0.67,0.237,0.4825
neutral,0.339,0.403,0.258,-0.5267
neutral,0.0,0.826,0.174,0.7227
negative,0.306,0.694,0.0,-0.765
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.146,0.75,0.104,-0.25
negative,0.0,0.658,0.342,0.775
neutral,0.17,0.83,0.0,-0.5707
neutral,0.0,0.804,0.196,0.296
neutral,0.28,0.72,0.0,-0.5423
objective,0.0,1.0,0.0,0.0
objective,0.0,0.845,0.155,0.296
negative,0.155,0.845,0.0,-0.296
positive,0.0,0.628,0.372,0.8074
negative,0.0,1.0,0.0,0.0
negative,0.167,0.833,0.0,-0.5267
positive,0.0,0.503,0.497,0.8967
negative,0.0,0.936,0.064,0.0772
negative,0.112,0.775,0.112,0.0
positive,0.0,0.917,0.083,0.1134
positive,0.103,0.714,0.183,0.4215
neutral,0.0,0.681,0.319,0.721
neutral,0.0,0.795,0.205,0.6887
objective,0.0,0.83,0.17,0.5719
positive,0.208,0.632,0.16,-0.3182
positive,0.0,0.882,0.118,0.34
objective,0.0,0.741,0.259,0.6369
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.72,0.28,0.6467
objective,0.0,1.0,0.0,0.0
negative,0.266,0.734,0.0,-0.4391
neutral,0.15,0.85,0.0,-0.5719
objective,0.0,1.0,0.0,0.0
negative,0.262,0.738,0.0,-0.7969
negative,0.0,1.0,0.0,0.0
neutral,0.0,0.893,0.107,0.34
positive,0.0,0.865,0.135,0.508
positive,0.0,0.838,0.162,0.4404
negative,0.088,0.862,0.05,-0.2263
negative,0.147,0.717,0.137,-0.0772
objective,0.0,1.0,0.0,0.0
positive,0.0,0.77,0.23,0.5093
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.843,0.157,0.0772
positive,0.0,0.794,0.206,0.6369
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.804,0.196,0.6588
neutral,0.12,0.618,0.263,0.5719
negative,0.193,0.807,0.0,-0.4767
positive,0.146,0.854,0.0,-0.3382
neutral,0.0,0.749,0.251,0.5719
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
objective,0.0,0.808,0.192,0.5859
negative,0.297,0.703,0.0,-0.8225
neutral,0.0,0.93,0.07,0.2023
positive,0.0,0.914,0.086,0.0572
neutral,0.0,1.0,0.0,0.0
positive,0.155,0.687,0.159,0.0258
positive,0.0,0.679,0.321,0.795
neutral,0.0,0.828,0.172,0.4404
objective,0.0,1.0,0.0,0.0
objective,0.091,0.909,0.0,-0.0772
positive,0.0,0.785,0.215,0.7352
neutral,0.0,0.782,0.218,0.6486
neutral,0.126,0.649,0.225,0.3802
positive,0.0,1.0,0.0,0.0
neutral,0.109,0.891,0.0,-0.296
positive,0.0,0.641,0.359,0.8561
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.87,0.13,0.4588
objective,0.0,1.0,0.0,0.0
positive,0.102,0.581,0.317,0.7865
negative,0.161,0.573,0.266,0.5426
objective,0.0,0.909,0.091,0.3182
positive,0.0,0.792,0.208,0.6369
positive,0.0,0.663,0.337,0.8462
negative,0.0,0.61,0.39,0.8519
neutral,0.156,0.844,0.0,-0.4019
positive,0.383,0.617,0.0,-0.6792
positive,0.0,0.686,0.314,0.7773
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.867,0.133,0.5707
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.75,0.25,0.7184
positive,0.0,0.655,0.345,0.7494
negative,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.772,0.228,0.7579
positive,0.265,0.735,0.0,-0.6199
positive,0.73,0.27,0.0,-0.6597
positive,0.0,0.691,0.309,0.7003
positive,0.0,0.654,0.346,0.508
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.69,0.31,0.7964
neutral,0.0,1.0,0.0,0.0
neutral,0.201,0.686,0.113,-0.4482
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.9,0.1,0.4404
neutral,0.0,0.792,0.208,0.6124
positive,0.0,0.584,0.416,0.8932
positive,0.104,0.818,0.078,-0.1779
neutral,0.0,0.84,0.16,0.5859
positive,0.0,0.654,0.346,0.8766
neutral,0.0,0.798,0.202,0.5106
positive,0.0,0.732,0.268,0.6705
positive,0.0,0.756,0.244,0.7777
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.542,0.458,0.8519
objective,0.0,0.704,0.296,0.8402
neutral,0.141,0.859,0.0,-0.4215
objective,0.0,0.897,0.103,0.34
positive,0.0,0.709,0.291,0.8319
positive,0.0,0.492,0.508,0.7345
positive,0.098,0.733,0.17,0.2648
positive,0.0,0.395,0.605,0.9818
positive,0.348,0.652,0.0,-0.1531
positive,0.0,0.809,0.191,0.6059
positive,0.0,0.91,0.09,0.3544
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.601,0.399,0.8519
negative,0.13,0.87,0.0,-0.4588
positive,0.08,0.694,0.226,0.6114
objective,0.0,1.0,0.0,0.0
objective,0.0,0.88,0.12,0.4588
positive,0.0,0.584,0.416,0.7506
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.887,0.113,0.3182
negative,0.185,0.59,0.225,0.2732
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.814,0.186,0.712
negative,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.772,0.228,0.7096
objective,0.0,1.0,0.0,0.0
neutral,0.096,0.688,0.216,0.3818
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.05,0.95,0.0,-0.0258
positive,0.196,0.804,0.0,-0.7825
neutral,0.0,0.818,0.182,0.4404
positive,0.0,0.552,0.448,0.9454
neutral,0.084,0.916,0.0,-0.2732
negative,0.094,0.808,0.098,0.0258
positive,0.0,1.0,0.0,0.0
positive,0.0,0.879,0.121,0.5106
positive,0.0,0.606,0.394,0.9001
positive,0.0,0.494,0.506,0.9233
positive,0.0,0.848,0.152,0.3612
neutral,0.134,0.866,0.0,-0.4184
negative,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.068,0.82,0.112,0.3034
objective,0.0,1.0,0.0,0.0
objective,0.278,0.676,0.046,-0.8176
objective,0.0,1.0,0.0,0.0
negative,0.357,0.589,0.055,-0.8011
positive,0.098,0.615,0.287,0.6808
neutral,0.078,0.922,0.0,-0.2402
positive,0.068,0.645,0.288,0.8002
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.841,0.159,0.6103
neutral,0.0,0.872,0.128,0.4215
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,0.844,0.156,0.5719
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.756,0.244,0.4404
positive,0.161,0.644,0.196,0.2679
positive,0.0,0.885,0.115,0.4559
positive,0.0,0.817,0.183,0.555
positive,0.0,0.873,0.127,0.4404
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
objective,0.0,0.832,0.168,0.6166
negative,0.227,0.696,0.077,-0.6247
positive,0.0,1.0,0.0,0.0
positive,0.0,0.833,0.167,0.7513
objective,0.069,0.931,0.0,-0.1779
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.954,0.046,0.0772
positive,0.16,0.781,0.059,-0.5905
positive,0.0,0.706,0.294,0.6124
neutral,0.0,0.913,0.087,0.2263
negative,0.167,0.833,0.0,-0.3412
positive,0.094,0.724,0.182,0.4738
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.738,0.262,0.69
negative,0.236,0.764,0.0,-0.6428
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.765,0.235,0.5574
positive,0.0,0.704,0.296,0.8402
positive,0.0,0.903,0.097,0.3971
objective,0.118,0.882,0.0,-0.4939
negative,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.741,0.259,0.7906
positive,0.0,0.647,0.353,0.7964
neutral,0.338,0.662,0.0,-0.5538
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.807,0.193,0.5538
positive,0.0,0.693,0.307,0.7506
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.913,0.087,0.2023
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.531,0.469,0.9324
positive,0.0,0.779,0.221,0.7034
objective,0.0,1.0,0.0,0.0
negative,0.333,0.567,0.099,-0.8225
neutral,0.0,0.909,0.091,0.3182
positive,0.0,0.655,0.345,0.8885
positive,0.0,0.884,0.116,0.4404
positive,0.0,0.672,0.328,0.8074
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.841,0.159,0.5562
neutral,0.163,0.837,0.0,-0.5994
negative,0.156,0.712,0.132,-0.121
objective,0.0,1.0,0.0,0.0
objective,0.064,0.854,0.082,0.1311
positive,0.0,0.827,0.173,0.5859
negative,0.0,1.0,0.0,0.0
positive,0.0,0.826,0.174,0.5859
neutral,0.0,1.0,0.0,0.0
negative,0.237,0.673,0.09,-0.7183
negative,0.0,0.82,0.18,0.4497
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.061,0.939,0.0,-0.0772
negative,0.086,0.914,0.0,-0.1531
positive,0.155,0.845,0.0,-0.3182
objective,0.0,1.0,0.0,0.0
positive,0.0,0.805,0.195,0.5256
neutral,0.0,0.732,0.268,0.5267
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
objective,0.0,0.905,0.095,0.25
positive,0.0,0.745,0.255,0.7579
positive,0.0,0.833,0.167,0.296
positive,0.0,0.377,0.623,0.9422
positive,0.0,0.855,0.145,0.5994
objective,0.0,0.854,0.146,0.34
positive,0.0,0.407,0.593,0.8802
positive,0.0,1.0,0.0,0.0
positive,0.0,0.838,0.162,0.5399
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.766,0.234,0.7513
positive,0.0,1.0,0.0,0.0
positive,0.0,0.8,0.2,0.6696
negative,0.145,0.727,0.127,-0.1027
neutral,0.175,0.825,0.0,-0.6486
neutral,0.0,1.0,0.0,0.0
negative,0.105,0.619,0.276,0.5574
negative,0.156,0.736,0.108,-0.2998
positive,0.127,0.614,0.259,0.6419
positive,0.0,0.839,0.161,0.3182
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.714,0.286,0.6369
negative,0.0,1.0,0.0,0.0
negative,0.207,0.793,0.0,-0.6412
positive,0.0,0.884,0.116,0.4404
objective,0.0,1.0,0.0,0.0
neutral,0.174,0.826,0.0,-0.7236
positive,0.0,0.905,0.095,0.2263
positive,0.0,0.774,0.226,0.7901
positive,0.0,0.67,0.33,0.7096
neutral,0.0,0.889,0.111,0.4559
neutral,0.0,0.822,0.178,0.6597
negative,0.209,0.791,0.0,-0.6412
positive,0.0,1.0,0.0,0.0
positive,0.0,0.417,0.583,0.9118
positive,0.091,0.909,0.0,-0.1779
negative,0.119,0.881,0.0,-0.4003
positive,0.085,0.682,0.233,0.5705
negative,0.0,0.884,0.116,0.4144
neutral,0.0,0.884,0.116,0.3612
neutral,0.0,0.779,0.221,0.6588
positive,0.0,1.0,0.0,0.0
positive,0.0,0.838,0.162,0.4404
positive,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.902,0.098,0.0772
positive,0.087,0.685,0.228,0.6037
positive,0.069,0.621,0.309,0.7626
negative,0.325,0.61,0.065,-0.7506
neutral,0.273,0.727,0.0,-0.4588
positive,0.0,1.0,0.0,0.0
objective,0.0,0.785,0.215,0.7964
objective,0.0,0.66,0.34,0.8957
positive,0.0,0.568,0.432,0.9216
positive,0.097,0.793,0.11,0.0772
neutral,0.0,1.0,0.0,0.0
positive,0.073,0.927,0.0,-0.2225
positive,0.0,1.0,0.0,0.0
positive,0.0,0.814,0.186,0.4767
objective,0.0,1.0,0.0,0.0
positive,0.103,0.897,0.0,-0.2942
neutral,0.0,0.681,0.319,0.9136
negative,0.0,1.0,0.0,0.0
positive,0.0,0.825,0.175,0.5267
positive,0.0,0.842,0.158,0.4939
negative,0.0,1.0,0.0,0.0
positive,0.0,0.65,0.35,0.7906
negative,0.322,0.678,0.0,-0.8405
neutral,0.0,0.842,0.158,0.4574
negative,0.087,0.913,0.0,-0.296
neutral,0.0,0.811,0.189,0.6369
positive,0.0,0.726,0.274,0.5255
positive,0.0,0.693,0.307,0.7964
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.749,0.251,0.6908
negative,0.0,0.503,0.497,0.836
negative,0.241,0.759,0.0,-0.6908
objective,0.0,1.0,0.0,0.0
negative,0.142,0.858,0.0,-0.357
positive,0.0,0.751,0.249,0.6486
negative,0.189,0.712,0.1,-0.3612
objective,0.0,1.0,0.0,0.0
negative,0.101,0.899,0.0,-0.2263
positive,0.091,0.47,0.439,0.8964
positive,0.0,0.519,0.481,0.9191
positive,0.0,0.874,0.126,0.4391
neutral,0.0,1.0,0.0,0.0
negative,0.108,0.892,0.0,-0.4389
positive,0.0,0.829,0.171,0.5106
positive,0.199,0.677,0.124,-0.2481
neutral,0.0,1.0,0.0,0.0
objective,0.14,0.75,0.11,-0.1531
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.741,0.259,0.6408
positive,0.0,1.0,0.0,0.0
objective,0.145,0.855,0.0,-0.5994
negative,0.0,0.611,0.389,0.836
objective,0.0,0.868,0.132,0.5399
objective,0.0,1.0,0.0,0.0
neutral,0.145,0.855,0.0,-0.296
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.787,0.213,0.5859
negative,0.13,0.787,0.083,-0.296
positive,0.0,0.721,0.279,0.6997
neutral,0.13,0.87,0.0,-0.4019
positive,0.0,0.545,0.455,0.9331
positive,0.0,0.87,0.13,0.4588
positive,0.0,0.762,0.238,0.3612
positive,0.0,0.77,0.23,0.4574
neutral,0.0,0.717,0.283,0.5502
positive,0.32,0.68,0.0,-0.6908
neutral,0.0,0.848,0.152,0.34
negative,0.24,0.76,0.0,-0.8484
positive,0.0,0.88,0.12,0.5256
positive,0.0,0.896,0.104,0.296
neutral,0.0,1.0,0.0,0.0
negative,0.099,0.8,0.101,0.0129
positive,0.0,0.903,0.097,0.4003
objective,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
neutral,0.13,0.87,0.0,-0.4019
negative,0.168,0.761,0.071,-0.4215
neutral,0.156,0.659,0.185,0.126
positive,0.192,0.808,0.0,-0.7177
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.794,0.206,0.6369
positive,0.0,0.72,0.28,0.7901
positive,0.0,0.802,0.198,0.4939
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.779,0.221,0.7964
positive,0.351,0.607,0.042,-0.8928
positive,0.0,0.87,0.13,0.4588
positive,0.282,0.484,0.234,-0.1531
positive,0.0,0.588,0.412,0.7717
positive,0.0,0.829,0.171,0.5106
positive,0.091,0.705,0.205,0.5267
positive,0.0,0.6,0.4,0.8402
positive,0.0,0.493,0.507,0.883
objective,0.0,0.891,0.109,0.296
positive,0.0,0.743,0.257,0.7861
negative,0.092,0.855,0.053,-0.296
negative,0.189,0.633,0.177,-0.0954
negative,0.0,1.0,0.0,0.0
positive,0.0,0.567,0.433,0.9296
neutral,0.0,0.904,0.096,0.1531
negative,0.237,0.673,0.09,-0.7183
positive,0.0,0.714,0.286,0.5859
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.762,0.238,0.6892
positive,0.0,1.0,0.0,0.0
positive,0.0,0.747,0.253,0.5267
positive,0.0,0.758,0.242,0.5859
positive,0.0,0.621,0.379,0.6705
positive,0.0,0.818,0.182,0.6892
positive,0.106,0.718,0.176,0.2617
positive,0.0,0.804,0.196,0.6588
negative,0.366,0.634,0.0,-0.9022
positive,0.0,0.687,0.313,0.8478
positive,0.0,0.838,0.162,0.4404
positive,0.0,0.741,0.259,0.7906
positive,0.0,1.0,0.0,0.0
neutral,0.239,0.761,0.0,-0.6597
negative,0.171,0.829,0.0,-0.4767
objective,0.0,1.0,0.0,0.0
positive,0.0,0.686,0.314,0.6705
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
negative,0.246,0.703,0.051,-0.719
positive,0.106,0.556,0.339,0.8689
positive,0.0,0.818,0.182,0.5837
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.81,0.19,0.4588
positive,0.0,0.804,0.196,0.5673
neutral,0.0,0.677,0.323,0.7964
neutral,0.136,0.864,0.0,-0.5106
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.794,0.206,0.6351
positive,0.0,0.852,0.148,0.6114
objective,0.122,0.878,0.0,-0.471
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.651,0.349,0.7884
negative,0.097,0.806,0.097,0.0
negative,0.085,0.656,0.259,0.5423
positive,0.0,0.526,0.474,0.9373
negative,0.0,0.783,0.217,0.6124
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.903,0.097,0.3802
positive,0.198,0.802,0.0,-0.5707
positive,0.195,0.642,0.163,-0.168
positive,0.0,0.741,0.259,0.7902
positive,0.14,0.516,0.344,0.8718
objective,0.0,1.0,0.0,0.0
negative,0.377,0.623,0.0,-0.902
neutral,0.18,0.82,0.0,-0.5574
positive,0.0,0.896,0.104,0.4199
neutral,0.0,0.773,0.227,0.5719
positive,0.0,0.729,0.271,0.6908
positive,0.0,0.671,0.329,0.7494
negative,0.153,0.625,0.222,0.25
positive,0.0,0.84,0.16,0.5859
positive,0.0,0.656,0.344,0.9106
positive,0.0,0.552,0.448,0.7579
positive,0.0,0.693,0.307,0.8384
negative,0.111,0.791,0.099,-0.0772
negative,0.129,0.712,0.159,0.1739
positive,0.0,0.517,0.483,0.9201
negative,0.233,0.767,0.0,-0.631
neutral,0.462,0.538,0.0,-0.8225
positive,0.0,0.813,0.187,0.5994
positive,0.115,0.634,0.251,0.5519
positive,0.0,0.741,0.259,0.4215
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.732,0.268,0.6705
neutral,0.0,0.747,0.253,0.7249
neutral,0.098,0.839,0.063,-0.25
negative,0.168,0.682,0.15,-0.1027
positive,0.0,0.867,0.133,0.4118
neutral,0.16,0.84,0.0,-0.3164
positive,0.0,1.0,0.0,0.0
objective,0.0,0.667,0.333,0.875
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,0.787,0.213,0.4019
positive,0.0,1.0,0.0,0.0
neutral,0.144,0.856,0.0,-0.5719
positive,0.0,1.0,0.0,0.0
positive,0.0,0.726,0.274,0.6476
positive,0.0,0.857,0.143,0.4588
positive,0.0,0.638,0.362,0.8953
positive,0.0,0.525,0.475,0.846
positive,0.0,0.778,0.222,0.5719
positive,0.135,0.865,0.0,-0.5076
positive,0.0,0.775,0.225,0.7506
positive,0.0,1.0,0.0,0.0
positive,0.136,0.864,0.0,-0.5108
negative,0.352,0.648,0.0,-0.8531
